organism,reviewed_count,unreviewed_count,pdb_structures_count,organism_id,lineage,type,type_merge_microbes,superdomain,domain,kingdom,reviewed_count_radius,unreviewed_count_radius,pdb_structures_count_radius
Salvia fruticosa,3,3,1,268906,Embryophyta; Eukaryota; Gunneridae; Lamiaceae; Lamiales; Magnoliopsida; Mentheae; Nepetoideae; Pentapetalae; Salvia; Salvia incertae sedis; Salviinae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; asterids; eudicotyledons; lamiids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Hepatitis E virus genotype 1 (isolate Human/Burma),3,3,2,31767,Alsuviricetes; Hepatitis E virus; Hepelivirales; Hepeviridae; Kitrinoviricota; Orthohepevirinae; Orthornavirae; Paslahepevirus; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.7978845608028654
Photinus pyralis,3,3,1,7054,Arthropoda; Coleoptera; Ecdysozoa; Elateriformia; Elateroidea; Endopterygota; Eukaryota; Hexapoda; Insecta; Lampyridae; Lampyrinae; Metazoa; Neoptera; Photinus; Polyphaga; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Aequorea victoria,3,3,3,6100,Aequorea; Aequoreidae; Cnidaria; Eukaryota; Hydroidolina; Hydrozoa; Leptothecata; Metazoa,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.9772050238058398
Heartland virus,3,3,1,1216928,Bandavirus; Bandavirus heartlandense; Bunyavirales; Ellioviricetes; Negarnaviricota; Orthornavirae; Phenuiviridae; Polyploviricotina; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.5641895835477563
Polyandrocarpa misakiensis,3,3,1,7723,Ascidiacea; Chordata; Eukaryota; Metazoa; Polyandrocarpa; Stolidobranchia; Styelidae; Tunicata,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Halothece sp. (strain PCC 7418),3,3,1,65093,Bacillati; Bacteria; Chroococcales; Cyanobacteriota; Cyanophyceae; Halothecacae; Halothece; Halothece cluster; Oscillatoriophycideae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Feline calicivirus (strain F9),3,3,3,11981,Caliciviridae; Feline calicivirus; Orthornavirae; Picornavirales; Pisoniviricetes; Pisuviricota; Riboviria; Vesivirus; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.9772050238058398
Escherichia coli O18:K1:H7 (strain RS218 / NMEC),3,3,1,439184,Bacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Gammaproteobacteria; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Streptococcus intermedius,3,3,1,1338,Bacillati; Bacilli; Bacillota; Bacteria; Lactobacillales; Streptococcaceae; Streptococcus; Streptococcus anginosus group,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Thlaspi arvense,3,3,1,13288,Brassicaceae; Brassicales; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Spermatophyta; Streptophyta; Thlaspi; Thlaspideae; Tracheophyta; Viridiplantae; eudicotyledons; malvids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Avian infectious bursal disease virus (isolate Chicken/UK/UK661/1989),3,3,1,644440,Avibirnavirus; Avibirnavirus gumboroense; Birnaviridae; Orthornavirae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.5641895835477563
Pterinochilus murinus,3,3,1,1184495,Arachnida; Araneae; Arthropoda; Chelicerata; Ecdysozoa; Eukaryota; Metazoa; Mygalomorphae; Pterinochilus; Theraphosidae,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Conus generalis,3,3,1,101304,Caenogastropoda; Conidae; Conoidea; Conus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Spiralia; Strategoconus,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Ilyobacter tartaricus,3,3,1,167644,Bacteria; Fusobacteriaceae; Fusobacteriales; Fusobacteriia; Fusobacteriota; Ilyobacter,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Hypoderma lineatum,3,3,1,7389,Arthropoda; Brachycera; Diptera; Ecdysozoa; Endopterygota; Eukaryota; Hexapoda; Hypoderma; Hypodermatinae; Insecta; Metazoa; Muscomorpha; Neoptera; Oestridae; Oestroidea; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Streptomyces thioluteus,3,3,2,66431,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Kitasatosporales; Streptomyces; Streptomycetaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.7978845608028654
Drosophila eugracilis,3,3,1,29029,Arthropoda; Brachycera; Diptera; Drosophila; Drosophilidae; Ecdysozoa; Endopterygota; Ephydroidea; Eukaryota; Hexapoda; Insecta; Metazoa; Muscomorpha; Neoptera; Pterygota; Sophophora,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Methylomonas sp. (strain J),3,3,1,32038,Bacteria; Gammaproteobacteria; Methylococcaceae; Methylococcales; Methylomonas; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Desulfuromonas acetoxidans,3,3,1,891,Bacteria; Desulfuromonadaceae; Desulfuromonadales; Desulfuromonadia; Desulfuromonas; Thermodesulfobacteriota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Cyanophage S-2L,3,3,2,260586,Caudoviricetes; Duplodnaviria; Heunggongvirae; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.7978845608028654
Piscinibacter sakaiensis,3,3,2,1547922,Bacteria; Betaproteobacteria; Burkholderiales; Piscinibacter; Pseudomonadota; Sphaerotilaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.7978845608028654
Ligustrum vulgare,3,3,1,13597,Embryophyta; Eukaryota; Gunneridae; Lamiales; Ligustrum; Magnoliopsida; Oleaceae; Oleeae; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; asterids; eudicotyledons; lamiids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Ustilago sphaerogena,3,3,1,5271,Basidiomycota; Dikarya; Eukaryota; Fungi; Ustilaginaceae; Ustilaginales; Ustilaginomycetes; Ustilaginomycotina; Ustilago,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,0.9772050238058398,0.9772050238058398,0.5641895835477563
Mediterraneibacter gnavus,3,3,1,33038,Bacillati; Bacillota; Bacteria; Clostridia; Lachnospiraceae; Lachnospirales; Mediterraneibacter,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Scytodes thoracica,3,3,3,1112478,Arachnida; Araneae; Araneomorphae; Arthropoda; Chelicerata; Ecdysozoa; Eukaryota; Haplogynae; Metazoa; Scytodes; Scytodidae; Scytodoidea,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.9772050238058398
Diguetia canities,3,3,1,38407,Arachnida; Araneae; Araneomorphae; Arthropoda; Chelicerata; Diguetia; Diguetidae; Ecdysozoa; Eukaryota; Haplogynae; Metazoa; Pholcoidea,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Moraxella sp,3,3,1,479,Bacteria; Gammaproteobacteria; Moraxella; Moraxellaceae; Moraxellales; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Populus jackii,3,3,1,640484,Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Malpighiales; Pentapetalae; Populus; Salicaceae; Saliceae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Staphylococcus simulans,3,3,1,1286,Bacillales; Bacillati; Bacilli; Bacillota; Bacteria; Staphylococcaceae; Staphylococcus,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Dendrothele bispora (strain CBS 962.96),3,3,2,1314807,Agaricales; Agaricales incertae sedis; Agaricomycetes; Agaricomycetidae; Agaricomycotina; Basidiomycota; Dendrothele; Dikarya; Eukaryota; Fungi,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,0.9772050238058398,0.9772050238058398,0.7978845608028654
Salmonella phage S16,3,3,2,1087482,Caudoviricetes; Duplodnaviria; Gelderlandvirus; Gelderlandvirus s16; Heunggongvirae; Straboviridae; Tevenvirinae; Uroviricota; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.7978845608028654
Carnation mottle virus,3,3,1,11986,Alphacarmovirus; Alphacarmovirus dianthi; Kitrinoviricota; Orthornavirae; Procedovirinae; Riboviria; Tolivirales; Tolucaviricetes; Tombusviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.5641895835477563
Larrea tridentata,3,3,1,66636,Embryophyta; Eukaryota; Gunneridae; Larrea; Larreoideae; Magnoliopsida; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; Zygophyllaceae; Zygophyllales; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Vigna unguiculata subsp. cylindrica,3,3,3,3091605,50 kb inversion clade; Embryophyta; Eukaryota; Fabaceae; Fabales; Gunneridae; Magnoliopsida; NPAAA clade; Papilionoideae; Pentapetalae; Phaseoleae; Spermatophyta; Streptophyta; Tracheophyta; Vigna; Viridiplantae; eudicotyledons; fabids; indigoferoid/millettioid clade; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.9772050238058398
Dipetalogaster maximus,3,3,1,72496,Arthropoda; Cimicomorpha; Dipetalogaster; Ecdysozoa; Eukaryota; Hemiptera; Heteroptera; Hexapoda; Insecta; Metazoa; Neoptera; Panheteroptera; Paraneoptera; Pterygota; Reduviidae; Triatominae,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Ectothiorhodospira shaposhnikovii,3,3,2,1054,Bacteria; Chromatiales; Ectothiorhodospira; Ectothiorhodospiraceae; Gammaproteobacteria; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.7978845608028654
Cucumber green mottle mosaic virus (strain watermelon W),3,3,1,12237,Alsuviricetes; Cucumber green mottle mosaic virus; Kitrinoviricota; Martellivirales; Orthornavirae; Riboviria; Tobamovirus; Virgaviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.5641895835477563
Hepatitis E virus genotype 3 (isolate Human/United States/US2),3,3,2,509615,Alsuviricetes; Hepatitis E virus; Hepelivirales; Hepeviridae; Kitrinoviricota; Orthohepevirinae; Orthornavirae; Paslahepevirus; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.7978845608028654
Ambrosia trifida,3,3,1,4214,Ambrosia; Asteraceae; Asterales; Asteroideae; Embryophyta; Eukaryota; Gunneridae; Heliantheae; Heliantheae alliance; Magnoliopsida; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae; asterids; campanulids; eudicotyledons,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Dabie bandavirus,3,3,3,1003835,Bandavirus; Bandavirus dabieense; Bunyavirales; Ellioviricetes; Negarnaviricota; Orthornavirae; Phenuiviridae; Polyploviricotina; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.9772050238058398
Halorubrum sodomense,3,3,1,35743,Archaea; Halobacteria; Halobacteriales; Haloferacaceae; Halorubrum; Methanobacteriati; Methanobacteriota; Stenosarchaea group,Archaea,Microbial,Cellular Life,Archaea,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Chikungunya virus (strain S27-African prototype),3,3,3,371094,Alphavirus; Alsuviricetes; Chikungunya virus; Kitrinoviricota; Martellivirales; Orthornavirae; Riboviria; Togaviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.9772050238058398
Microbacterium trichothecenolyticum,3,3,1,69370,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Microbacteriaceae; Microbacterium; Micrococcales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Methanosarcina thermophila (strain ATCC 43570 / DSM 1825 / OCM 12 / VKM B-1830 / TM-1),3,3,1,523844,Archaea; Methanobacteriati; Methanobacteriota; Methanomicrobia; Methanosarcina; Methanosarcinaceae; Methanosarcinales; Stenosarchaea group,Archaea,Microbial,Cellular Life,Archaea,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Ulex europaeus,3,3,2,3902,50 kb inversion clade; Embryophyta; Eukaryota; Fabaceae; Fabales; Genisteae; Gunneridae; Magnoliopsida; Papilionoideae; Pentapetalae; Spermatophyta; Streptophyta; Tracheophyta; Ulex; Viridiplantae; core genistoids; eudicotyledons; fabids; genistoids sensu lato; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.7978845608028654
Measles virus (strain Edmonston B),3,3,2,70146,Haploviricotina; Measles morbillivirus; Monjiviricetes; Mononegavirales; Morbillivirus; Morbillivirus hominis; Negarnaviricota; Orthoparamyxovirinae; Orthornavirae; Paramyxoviridae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.7978845608028654
Scenedesmus fuscus,3,3,1,3073,CS clade; Chlorophyceae; Chlorophyta; Eukaryota; Scenedesmaceae; Scenedesmus; Sphaeropleales; Viridiplantae; core chlorophytes,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Crocus vernus,3,3,1,87752,Asparagales; Croceae; Crocoideae; Crocus; Embryophyta; Eukaryota; Iridaceae; Liliopsida; Magnoliopsida; Spermatophyta; Streptophyta; Tracheophyta; Viridiplantae,Plant,Plant,Cellular Life,Eukaryota,Plant,0.9772050238058398,0.9772050238058398,0.5641895835477563
Mycobacterium xenopi,3,3,1,1789,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Mycobacteriaceae; Mycobacteriales; Mycobacterium,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.5641895835477563
Hirudo nipponia,3,3,2,42736,Annelida; Clitellata; Eukaryota; Hirudinea; Hirudinida; Hirudinidae; Hirudiniformes; Hirudo; Lophotrochozoa; Metazoa; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.7978845608028654
Liocheles australasiae,3,3,2,431266,Arachnida; Arthropoda; Chelicerata; Ecdysozoa; Eukaryota; Hemiscorpiidae; Iurida; Liocheles; Metazoa; Scorpiones; Scorpionoidea,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.7978845608028654
Sicarius terrosus,3,3,1,571544,Arachnida; Araneae; Araneomorphae; Arthropoda; Chelicerata; Ecdysozoa; Eukaryota; Haplogynae; Metazoa; Scytodoidea; Sicariidae; Sicarius,Animal,Animal,Cellular Life,Eukaryota,Animal,0.9772050238058398,0.9772050238058398,0.5641895835477563
Cellulomonas fimi (strain ATCC 484 / DSM 20113 / JCM 1341 / CCUG 24087 / LMG 16345 / NBRC 15513 / NCIMB 8980 / NCTC 7547 / NRS-133),3,3,2,590998,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Cellulomonadaceae; Cellulomonas; Micrococcales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.9772050238058398,0.9772050238058398,0.7978845608028654
Rotavirus A (strain RVA/SA11-Ramig/G3P[X]),3,3,1,36435,Duplornaviricota; Orthornavirae; Reovirales; Resentoviricetes; Riboviria; Rotavirus; Rotavirus A; Sedoreoviridae; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.9772050238058398,0.9772050238058398,0.5641895835477563
Millerozyma farinosa,3,3,1,4920,Ascomycota; Debaryomycetaceae; Dikarya; Eukaryota; Fungi; Millerozyma; Pichiomycetes; Saccharomycotina,Fungi,Fungi,Cellular Life,Eukaryota,Fungi,0.9772050238058398,0.9772050238058398,0.5641895835477563
Bovine respiratory syncytial virus (strain Copenhagen),2,2,2,11248,Haploviricotina; Monjiviricetes; Mononegavirales; Negarnaviricota; Orthopneumovirus; Orthopneumovirus bovis; Orthornavirae; Pneumoviridae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.7978845608028654,0.7978845608028654,0.7978845608028654
Conus australis,2,2,1,1519798,Caenogastropoda; Conidae; Conoidea; Conus; Eukaryota; Gastropoda; Lophotrochozoa; Metazoa; Mollusca; Neogastropoda; Phasmoconus; Spiralia,Animal,Animal,Cellular Life,Eukaryota,Animal,0.7978845608028654,0.7978845608028654,0.5641895835477563
Gluconacetobacter diazotrophicus,2,2,1,33996,Acetobacteraceae; Alphaproteobacteria; Bacteria; Gluconacetobacter; Pseudomonadota; Rhodospirillales,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.7978845608028654,0.7978845608028654,0.5641895835477563
Pseudomonas sp. (strain WBC-3),2,2,1,165468,Bacteria; Gammaproteobacteria; Pseudomonadaceae; Pseudomonadales; Pseudomonadota; Pseudomonas,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.7978845608028654,0.7978845608028654,0.5641895835477563
Kitasatospora setae (strain ATCC 33774 / DSM 43861 / JCM 3304 / KCC A-0304 / NBRC 14216 / KM-6054),2,2,1,452652,Actinomycetes; Actinomycetota; Bacillati; Bacteria; Kitasatospora; Kitasatosporales; Streptomycetaceae,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.7978845608028654,0.7978845608028654,0.5641895835477563
Dendrocnide excelsa,2,2,1,647263,Dendrocnide; Embryophyta; Eukaryota; Gunneridae; Magnoliopsida; Pentapetalae; Rosales; Spermatophyta; Streptophyta; Tracheophyta; Urticaceae; Viridiplantae; eudicotyledons; fabids; rosids,Plant,Plant,Cellular Life,Eukaryota,Plant,0.7978845608028654,0.7978845608028654,0.5641895835477563
Mythimna separata,2,2,1,271217,Arthropoda; Ditrysia; Ecdysozoa; Endopterygota; Eukaryota; Glossata; Hadeninae; Hexapoda; Insecta; Lepidoptera; Metazoa; Mythimna; Neoptera; Noctuidae; Noctuoidea; Pterygota,Animal,Animal,Cellular Life,Eukaryota,Animal,0.7978845608028654,0.7978845608028654,0.5641895835477563
Methanotorris igneus (strain DSM 5666 / JCM 11834 / Kol 5),2,2,1,880724,Archaea; Methanobacteriati; Methanobacteriota; Methanocaldococcaceae; Methanococcales; Methanococci; Methanomada group; Methanotorris,Archaea,Microbial,Cellular Life,Archaea,Monera,0.7978845608028654,0.7978845608028654,0.5641895835477563
Tobacco vein mottling virus,2,2,1,12228,Orthornavirae; Patatavirales; Pisuviricota; Potyviridae; Potyvirus; Potyvirus nicotianavenamaculae; Riboviria; Stelpaviricetes; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.7978845608028654,0.7978845608028654,0.5641895835477563
Peste-des-petits-ruminants virus,2,2,1,2593991,Haploviricotina; Monjiviricetes; Mononegavirales; Morbillivirus; Morbillivirus caprinae; Negarnaviricota; Orthoparamyxovirinae; Orthornavirae; Paramyxoviridae; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.7978845608028654,0.7978845608028654,0.5641895835477563
Escherichia coli (strain STEC_O31),2,2,2,754081,Bacteria; Enterobacterales; Enterobacteriaceae; Escherichia; Gammaproteobacteria; Pseudomonadota,Bacteria,Microbial,Cellular Life,Bacteria,Monera,0.7978845608028654,0.7978845608028654,0.7978845608028654
Pseudomonas phage PP7,2,2,2,12023,Fiersviridae; Lenarviricota; Leviviricetes; Norzivirales; Orthornavirae; Pepevirus; Pepevirus rubrum; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.7978845608028654,0.7978845608028654,0.7978845608028654
Oulactis sp.,2,2,2,2093647,Actiniaria; Actiniidae; Anthozoa; Cnidaria; Eukaryota; Hexacorallia; Metazoa; Oulactis,Animal,Animal,Cellular Life,Eukaryota,Animal,0.7978845608028654,0.7978845608028654,0.7978845608028654
Influenza A virus (strain A/Memphis/6/1986 H3N2),2,2,1,383571,Alphainfluenzavirus; Alphainfluenzavirus influenzae; Articulavirales; Influenza A virus; Insthoviricetes; Negarnaviricota; Orthomyxoviridae; Orthornavirae; Polyploviricotina; Riboviria; Viruses,Viruses,Microbial,Non-cellular Life,Viruses,Viruses,0.7978845608028654,0.7978845608028654,0.5641895835477563
